rdc;token;value_de;value_en
DDC;950;Geschichte Asiens, des Fernen Ostens;History of Asia, Far East
DDC;951;Geschichte Chinas und benachbarter Gebiete;China & adjacent areas
DDC;952;Geschichte Japans;Japan
DDC;953;Geschichte der arabischen Halbinsel und benachbarter Gebiete;Arabian Peninsula & adjacent areas
DDC;954;Geschichte Südasiens, Indiens;South Asia, India
DDC;955;Geschichte Irans;Iran
DDC;956;Geschichte des Nahen Ostens (Mittleren Ostens);Middle East (Near East)
DDC;957;Geschichte Sibiriens (der Asiatischen Russlands);Siberia (Asiatic Russia)
DDC;958;Geschichte Zentralasiens;Central Asia
DDC;959;Geschichte Südostasiens;Southeast Asia
DDC;960;Geschichte Afrikas;History of Africa
DDC;961;Geschichte Tunesiens und Libyens;Tunisia & Libya
DDC;962;Geschichte Ägyptens und Sudans;Egypt & Sudan
DDC;963;Geschichte Äthiopiens und Eritreas;Ethiopia & Eritrea
DDC;964;Geschichte der nordwestafrikanischen Küste und vorgelagerter Inseln;Northwest African coast & offshore islands
DDC;965;Geschichte Algeriens;Algeria
DDC;966;Geschichte Westafrikas und vorgelagerter Inseln;West Africa & offshore islands
DDC;967;Geschichte Zentralafrikas und vorgelagerter Inseln;Central Africa & offshore islands
DDC;968;Geschichte Südafrikas, der Republik Südafrika;Southern Africa, Republic of South Africa
DDC;969;Geschichte der Inseln im südlichen Indischen Ozean;South Indian Ocean islands
DDC;970;Geschichte Nordamerikas;History of North America
DDC;971;Geschichte Kanadas;Canada
DDC;972;Geschichte Mittelamerikas, Mexikos;Middle America, Mexico
DDC;973;Geschichte der USA;United States
DDC;974;Geschichte der nordöstlichen Staaten der USA;Northeastern United States
DDC;975;Geschichte der südöstlichen Staaten der USA;Southeastern United States
DDC;976;Geschichte der südlichen zentralen Staaten der USA;South central United States
DDC;977;Geschichte der nördlichen zentralen Staaten der USA;North central United States
DDC;978;Geschichte der westlichen Staaten der USA;Western United States
DDC;979;Geschichte der Staaten des Großen Beckens und der pazifischen Gebirgsketten;Great Basin & Pacific Slope region
DDC;980;Geschichte Südamerikas;History of South America
DDC;981;Geschichte Brasiliens;Brazil
DDC;982;Geschichte Argentiniens;Argentina
DDC;983;Geschichte Chiles;Chile
DDC;984;Geschichte Boliviens;Bolivia
DDC;985;Geschichte Perus;Peru
DDC;986;Geschichte Kolumbiens und Ecuadors;Colombia & Ecuador
DDC;987;Geschichte Venezuelas;Venezuela
DDC;988;Geschichte Guayanas;Guiana
DDC;989;Geschichte Paraguays und Uruguays;Paraguay & Uruguay
DDC;990;Geschichte anderer Gebiete;History of other areas
DDC;991;Unbesetzt;Unassigned
DDC;992;Unbesetzt;Unassigned
DDC;993;Geschichte Neuseelands;New Zealand
DDC;994;Geschichte Australiens;Australia
DDC;995;Geschichte Melanesiens, Neuguineas;Melanesia, New Guinea
DDC;996;Geschichte anderer Teile des Pazifischen Ozeans, Polynesiens;Other parts of Pacific, Polynesia
DDC;997;Geschichte der atlantischen Inseln;Atlantic Ocean islands
DDC;998;Geschichte der arktischen Inseln und der Antarktis;Arctic islands & Antarctica
DDC;999;Geschichte der außerirdischen Welten;Extraterrestrial worlds
